Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,SLice,SLice max,SLice min,d18Osw,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),d18Osw (long),Temperature (long),Temperature max (long),Temperature min (long)
102.6,103.524,103.558,103.573,49.91,64.17,49.91,-0.55,12.21,15.63,7.32,49.59,63.86,49.67,-0.55,12.55,15.9,7.6
102.7,103.625,103.66,103.675,49.97,64.25,49.97,-0.55,11.88,15.3,6.99,49.58,63.88,49.67,-0.55,12.53,15.86,7.55
102.8,103.726,103.762,103.777,50.04,64.32,50.04,-0.55,11.56,14.99,6.67,49.56,63.88,49.67,-0.55,12.51,15.84,7.51
102.9,103.827,103.864,103.88,50.1,64.39,50.1,-0.55,11.32,14.75,6.42,49.53,63.85,49.64,-0.54,12.5,15.82,7.49
103,103.927,103.966,103.982,50.16,64.47,50.16,-0.55,11.18,14.61,6.27,49.48,63.8,49.6,-0.54,12.5,15.81,7.47
103.1,104.028,104.068,104.085,50.22,64.57,50.22,-0.55,11.18,14.62,6.27,49.41,63.73,49.54,-0.54,12.51,15.82,7.47
103.2,104.129,104.17,104.187,50.28,64.67,50.28,-0.55,11.28,14.72,6.36,49.33,63.62,49.47,-0.54,12.52,15.84,7.49
103.3,104.23,104.272,104.29,50.34,64.79,50.34,-0.55,11.39,14.84,6.48,49.23,63.5,49.37,-0.54,12.55,15.87,7.51
103.4,104.331,104.374,104.392,50.38,64.89,50.38,-0.55,11.51,14.96,6.59,49.12,63.34,49.26,-0.54,12.59,15.92,7.55
103.5,104.431,104.475,104.494,50.38,64.93,50.38,-0.55,11.61,15.06,6.68,48.99,63.16,49.13,-0.54,12.64,15.98,7.6
103.6,104.532,104.577,104.597,50.31,64.87,50.31,-0.55,11.73,15.19,6.8,48.85,62.96,48.98,-0.54,12.7,16.06,7.67
103.7,104.633,104.679,104.699,50.15,64.67,50.15,-0.55,11.96,15.41,7.02,48.69,62.73,48.82,-0.54,12.77,16.14,7.75
103.8,104.734,104.781,104.802,49.89,64.33,49.89,-0.55,12.29,15.75,7.35,48.53,62.49,48.64,-0.53,12.85,16.24,7.84
103.9,104.835,104.883,104.904,49.56,63.86,49.56,-0.55,12.71,16.17,7.76,48.36,62.24,48.46,-0.53,12.93,16.35,7.94
104,104.935,104.985,105.006,49.17,63.32,49.17,-0.54,13.14,16.61,8.19,48.19,61.97,48.26,-0.53,13.03,16.47,8.05
104.1,105.036,105.087,105.109,48.76,62.74,48.76,-0.54,13.54,17.01,8.59,48.02,61.7,48.07,-0.53,13.12,16.59,8.16
104.2,105.137,105.189,105.211,48.34,62.15,48.34,-0.53,13.88,17.35,8.91,47.85,61.43,47.87,-0.53,13.22,16.72,8.28
104.3,105.238,105.291,105.314,47.93,61.56,47.93,-0.53,14.11,17.59,9.15,47.68,61.17,47.67,-0.52,13.32,16.84,8.4
104.4,105.339,105.393,105.416,47.51,60.97,47.51,-0.52,14.25,17.73,9.28,47.52,60.91,47.48,-0.52,13.41,16.96,8.51
104.5,105.44,105.495,105.519,47.1,60.38,47.1,-0.52,14.3,17.79,9.33,47.36,60.67,47.29,-0.52,13.49,17.07,8.61
104.6,105.54,105.597,105.621,46.68,59.78,46.68,-0.51,14.28,17.77,9.3,47.22,60.44,47.12,-0.52,13.56,17.16,8.69
104.7,105.641,105.699,105.723,46.26,59.19,46.26,-0.51,14.22,17.71,9.24,47.09,60.24,46.96,-0.52,13.62,17.24,8.77
104.8,105.742,105.801,105.826,45.85,58.6,45.85,-0.5,14.2,17.69,9.21,46.97,60.05,46.82,-0.52,13.67,17.3,8.82
104.9,105.843,105.903,105.928,45.44,58.01,45.44,-0.5,14.25,17.75,9.26,46.87,59.9,46.69,-0.52,13.71,17.34,8.85
105,105.944,106.005,106.031,45.03,57.43,45.03,-0.5,14.4,17.9,9.4,46.78,59.77,46.59,-0.51,13.74,17.37,8.87
105.1,106.044,106.106,106.133,44.64,56.88,44.64,-0.49,14.58,18.08,9.57,46.7,59.68,46.5,-0.51,13.75,17.38,8.87
105.2,106.145,106.208,106.235,44.32,56.43,44.32,-0.49,14.73,18.23,9.72,46.65,59.62,46.44,-0.51,13.75,17.37,8.85
105.3,106.246,106.31,106.338,44.11,56.16,44.11,-0.49,14.8,18.31,9.79,46.61,59.59,46.39,-0.51,13.74,17.35,8.82
105.4,106.347,106.412,106.44,44.07,56.13,44.07,-0.48,14.81,18.33,9.79,46.58,59.59,46.37,-0.51,13.72,17.31,8.78
105.5,106.448,106.514,106.543,44.2,56.35,44.2,-0.49,14.8,18.31,9.77,46.57,59.62,46.37,-0.51,13.69,17.27,8.73
105.6,106.548,106.616,106.645,44.47,56.79,44.47,-0.49,14.77,18.29,9.74,46.58,59.68,46.39,-0.51,13.66,17.22,8.67
105.7,106.649,106.718,106.748,44.83,57.37,44.83,-0.49,14.68,18.21,9.65,46.68,59.77,46.43,-0.51,13.63,17.17,8.61
105.8,106.75,106.82,106.85,45.24,58.02,45.24,-0.5,14.12,17.64,9.08,46.77,59.89,46.49,-0.51,13.59,17.12,8.55
105.9,106.851,106.922,106.952,45.67,58.69,45.67,-0.5,13.43,16.96,8.38,46.86,60.12,46.62,-0.52,13.56,17.07,8.49
106,106.952,107.024,107.055,46.1,59.37,46.1,-0.51,12.73,16.27,7.69,46.95,60.34,46.75,-0.52,13.53,17.02,8.44
106.1,107.052,107.126,107.157,46.53,60.05,46.53,-0.51,12.17,15.7,7.12,47.04,60.56,46.87,-0.52,13.51,16.99,8.4
106.2,107.153,107.228,107.26,46.95,60.73,46.95,-0.52,12.12,15.66,7.06,47.13,60.77,46.99,-0.52,13.48,16.98,8.38
106.3,107.254,107.33,107.362,47.38,61.4,47.38,-0.52,12.13,15.67,7.07,47.22,60.98,47.11,-0.52,13.46,16.96,8.35
106.4,107.355,107.432,107.465,47.8,62.07,47.8,-0.53,12.22,15.77,7.15,47.32,61.19,47.23,-0.52,13.43,16.94,8.32
106.5,107.456,107.534,107.567,48.2,62.7,48.2,-0.53,12.36,15.91,7.29,47.41,61.41,47.35,-0.52,13.4,16.91,8.29
106.6,107.556,107.635,107.669,48.55,63.25,48.55,-0.53,12.52,16.07,7.44,47.52,61.63,47.48,-0.52,13.37,16.89,8.26
106.7,107.657,107.737,107.772,48.81,63.67,48.81,-0.54,12.64,16.2,7.56,47.62,61.86,47.61,-0.52,13.33,16.86,8.23
106.8,107.758,107.839,107.874,48.97,63.94,48.97,-0.54,12.69,16.25,7.6,47.73,62.09,47.74,-0.53,13.3,16.84,8.2
106.9,107.859,107.941,107.977,49.03,64.06,49.03,-0.54,12.7,16.26,7.61,47.84,62.32,47.87,-0.53,13.27,16.82,8.16
107,107.96,108.043,108.079,49.01,64.08,49.01,-0.54,12.75,16.31,7.65,47.95,62.56,48.01,-0.53,13.24,16.79,8.13
107.1,108.06,108.145,108.181,48.96,64.03,48.96,-0.54,12.89,16.46,7.79,48.06,62.8,48.15,-0.53,13.21,16.77,8.1
107.2,108.161,108.247,108.284,48.89,63.95,48.89,-0.54,13.14,16.71,8.03,48.18,63.04,48.29,-0.53,13.18,16.75,8.08
107.3,108.262,108.349,108.386,48.81,63.86,48.81,-0.54,13.44,17.02,8.34,48.3,63.28,48.43,-0.53,13.15,16.74,8.05
107.4,108.363,108.451,108.489,48.73,63.77,48.73,-0.54,13.73,17.31,8.61,48.42,63.52,48.57,-0.53,13.12,16.72,8.03
107.5,108.464,108.553,108.591,48.65,63.68,48.65,-0.54,13.93,17.51,8.81,48.54,63.77,48.71,-0.53,13.1,16.71,8.01
107.6,108.565,108.655,108.694,48.57,63.59,48.57,-0.53,14.02,17.61,8.9,48.67,64.01,48.85,-0.54,13.08,16.7,7.99
107.7,108.665,108.757,108.796,48.49,63.5,48.49,-0.53,14.09,17.68,8.96,48.79,64.25,48.99,-0.54,13.05,16.69,7.97
107.8,108.766,108.859,108.898,48.41,63.4,48.41,-0.53,13.76,17.35,8.63,48.91,64.5,49.13,-0.54,13.04,16.69,7.96
107.9,108.867,108.961,109.001,48.33,63.31,48.33,-0.53,13.35,16.94,8.21,49.04,64.74,49.27,-0.54,13.02,16.69,7.95
108,108.968,109.063,109.103,48.25,63.2,48.25,-0.53,12.88,16.48,7.74,49.17,64.98,49.41,-0.54,13,16.68,7.94
