Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
20.4,20.4,20.4,20.402,6.44,7.27,4.99,-0.45,-0.298,-0.651,6.92,7.78,5.44,-0.34,-0.191,-0.552
20.5,20.5,20.5,20.52,6.61,7.46,5.18,-0.381,-0.247,-0.596,6.93,7.78,5.44,-0.339,-0.191,-0.551
20.6,20.6,20.6,20.637,6.84,7.66,5.4,-0.307,-0.191,-0.532,6.94,7.79,5.45,-0.337,-0.19,-0.549
20.7,20.7,20.7,20.754,7.04,7.86,5.57,-0.248,-0.135,-0.479,6.96,7.81,5.47,-0.335,-0.188,-0.547
20.8,20.8,20.8,20.854,7.17,7.99,5.69,-0.218,-0.109,-0.442,7,7.84,5.5,-0.331,-0.184,-0.543
20.9,20.9,20.9,20.951,7.23,8.06,5.72,-0.213,-0.087,-0.436,7.04,7.89,5.54,-0.325,-0.179,-0.539
21,21,21,21.049,7.23,8.06,5.72,-0.224,-0.087,-0.446,7.1,7.94,5.58,-0.319,-0.172,-0.533
21.1,21.1,21.1,21.147,7.15,7.98,5.66,-0.253,-0.125,-0.472,7.16,8,5.63,-0.311,-0.164,-0.528
21.2,21.2,21.2,21.244,7.08,7.91,5.55,-0.288,-0.161,-0.521,7.22,8.07,5.68,-0.304,-0.157,-0.522
21.3,21.3,21.3,21.341,7.09,7.92,5.55,-0.318,-0.192,-0.543,7.28,8.13,5.73,-0.298,-0.149,-0.518
21.4,21.4,21.4,21.438,7.19,8.06,5.61,-0.338,-0.196,-0.555,7.34,8.19,5.77,-0.294,-0.143,-0.515
21.5,21.5,21.5,21.536,7.39,8.26,5.82,-0.336,-0.175,-0.535,7.38,8.24,5.8,-0.291,-0.138,-0.514
21.6,21.6,21.6,21.633,7.6,8.46,6,-0.321,-0.141,-0.518,7.41,8.27,5.83,-0.29,-0.134,-0.514
21.7,21.7,21.7,21.735,7.72,8.58,6.11,-0.311,-0.128,-0.514,7.43,8.3,5.84,-0.289,-0.13,-0.514
21.8,21.8,21.8,21.841,7.75,8.62,6.12,-0.308,-0.119,-0.519,7.45,8.33,5.84,-0.288,-0.126,-0.515
21.9,21.9,21.9,21.947,7.74,8.61,6.08,-0.303,-0.123,-0.535,7.46,8.35,5.84,-0.286,-0.122,-0.515
22,22,22,22.051,7.72,8.61,6.07,-0.295,-0.116,-0.536,7.46,8.37,5.83,-0.282,-0.116,-0.515
22.1,22.1,22.1,22.159,7.71,8.59,6.07,-0.282,-0.111,-0.53,7.46,8.39,5.82,-0.277,-0.109,-0.514
22.2,22.2,22.2,22.268,7.69,8.59,6.04,-0.269,-0.104,-0.517,7.46,8.41,5.81,-0.272,-0.102,-0.512
22.3,22.3,22.3,22.372,7.6,8.49,5.97,-0.273,-0.115,-0.511,7.45,8.42,5.79,-0.267,-0.094,-0.511
22.4,22.4,22.4,22.466,7.45,8.35,5.81,-0.292,-0.119,-0.521,7.43,8.43,5.76,-0.263,-0.088,-0.511
22.5,22.5,22.5,22.561,7.3,8.22,5.63,-0.304,-0.111,-0.535,7.41,8.44,5.72,-0.261,-0.083,-0.513
22.6,22.6,22.6,22.653,7.21,8.19,5.52,-0.29,-0.091,-0.529,7.38,8.44,5.69,-0.262,-0.079,-0.516
22.7,22.7,22.7,22.743,7.2,8.17,5.5,-0.242,-0.068,-0.493,7.34,8.44,5.64,-0.265,-0.078,-0.521
22.8,22.8,22.8,22.848,7.25,8.25,5.6,-0.172,-0.045,-0.435,7.3,8.44,5.6,-0.27,-0.079,-0.527
22.9,22.9,22.9,22.971,7.26,8.43,5.55,-0.12,0.011,-0.421,7.27,8.43,5.55,-0.277,-0.081,-0.534
23,23,23,23.024,7.21,8.52,5.49,-0.115,0.031,-0.434,7.23,8.42,5.51,-0.285,-0.085,-0.541
23.1,23.095,23.095,23.095,7.15,8.57,5.39,-0.164,0.019,-0.494,7.2,8.41,5.47,-0.293,-0.089,-0.547
23.2,23.188,23.188,23.174,7.1,8.54,5.34,-0.237,-0.023,-0.534,7.17,8.39,5.44,-0.301,-0.094,-0.553
23.3,23.258,23.258,23.255,7.12,8.55,5.31,-0.303,-0.066,-0.575,7.14,8.38,5.41,-0.307,-0.099,-0.558
23.4,23.32,23.32,23.344,7.15,8.55,5.35,-0.359,-0.103,-0.602,7.13,8.37,5.39,-0.313,-0.104,-0.562
23.5,23.42,23.42,23.45,7.13,8.55,5.34,-0.406,-0.123,-0.635,7.11,8.36,5.38,-0.318,-0.109,-0.565
23.6,23.519,23.519,23.556,7.05,8.48,5.27,-0.442,-0.157,-0.664,7.1,8.35,5.37,-0.322,-0.113,-0.567
23.7,23.619,23.619,23.661,6.96,8.38,5.18,-0.464,-0.188,-0.682,7.1,8.34,5.37,-0.325,-0.117,-0.568
23.8,23.719,23.719,23.767,6.93,8.31,5.16,-0.466,-0.206,-0.673,7.1,8.32,5.37,-0.327,-0.119,-0.567
23.9,23.818,23.818,23.873,6.97,8.27,5.24,-0.449,-0.21,-0.648,7.1,8.31,5.37,-0.327,-0.121,-0.565
24,23.918,23.918,23.979,7.03,8.19,5.32,-0.416,-0.207,-0.617,7.1,8.29,5.38,-0.324,-0.119,-0.56
24.1,23.999,23.999,24.06,7.08,8.14,5.41,-0.377,-0.196,-0.577,7.11,8.28,5.39,-0.318,-0.116,-0.552
24.2,24.143,24.143,24.156,7.1,8.1,5.45,-0.337,-0.172,-0.553,7.12,8.27,5.4,-0.308,-0.108,-0.541
24.3,24.236,24.236,24.241,7.12,8.1,5.44,-0.298,-0.142,-0.533,7.13,8.26,5.41,-0.294,-0.098,-0.527
24.4,24.329,24.329,24.326,7.14,8.12,5.45,-0.261,-0.117,-0.513,7.14,8.25,5.43,-0.277,-0.084,-0.511
24.5,24.422,24.422,24.411,7.17,8.13,5.49,-0.233,-0.088,-0.487,7.16,8.25,5.44,-0.257,-0.068,-0.492
24.6,24.509,24.509,24.483,7.18,8.13,5.5,-0.216,-0.075,-0.462,7.17,8.25,5.45,-0.236,-0.05,-0.473
24.7,24.589,24.589,24.537,7.19,8.15,5.53,-0.205,-0.053,-0.442,7.17,8.25,5.46,-0.215,-0.03,-0.454
24.8,24.669,24.669,24.592,7.21,8.2,5.53,-0.192,-0.023,-0.434,7.17,8.24,5.46,-0.195,-0.011,-0.436
24.9,24.749,24.749,24.646,7.24,8.3,5.52,-0.172,0.019,-0.425,7.17,8.24,5.45,-0.176,0.007,-0.42
25,24.869,24.869,24.708,7.3,8.38,5.54,-0.142,0.056,-0.4,7.15,8.23,5.43,-0.159,0.025,-0.405
25.1,24.989,24.989,24.781,7.34,8.43,5.56,-0.108,0.086,-0.367,7.14,8.22,5.41,-0.143,0.041,-0.392
25.2,25.045,25.045,24.944,7.36,8.47,5.6,-0.072,0.128,-0.321,7.12,8.21,5.39,-0.13,0.055,-0.38
25.3,25.105,25.105,25.105,7.37,8.46,5.6,-0.041,0.156,-0.294,7.1,8.2,5.36,-0.119,0.067,-0.371
25.4,25.215,25.215,25.215,7.32,8.4,5.55,-0.03,0.175,-0.279,7.07,8.18,5.32,-0.11,0.078,-0.362
25.5,25.312,25.312,25.312,7.17,8.31,5.45,-0.044,0.157,-0.277,7.05,8.17,5.29,-0.103,0.087,-0.355
25.6,25.415,25.415,25.415,7,8.26,5.28,-0.066,0.159,-0.31,7.02,8.15,5.26,-0.098,0.095,-0.349
25.7,25.519,25.519,25.519,6.84,8.09,5.13,-0.087,0.133,-0.341,6.99,8.13,5.22,-0.094,0.1,-0.345
25.8,25.622,25.622,25.622,6.71,7.95,4.95,-0.103,0.105,-0.371,6.96,8.11,5.18,-0.092,0.105,-0.342
25.9,25.725,25.725,25.725,6.67,7.84,4.92,-0.101,0.076,-0.367,6.92,8.1,5.14,-0.09,0.109,-0.34
26,25.828,25.828,25.828,6.69,7.82,4.89,-0.094,0.067,-0.368,6.89,8.08,5.1,-0.089,0.112,-0.338
26.1,25.931,25.931,25.931,6.75,7.88,4.94,-0.083,0.079,-0.347,6.86,8.08,5.07,-0.087,0.116,-0.337
26.2,26.023,26.023,26.023,6.83,7.95,4.99,-0.079,0.093,-0.329,6.84,8.08,5.04,-0.086,0.119,-0.336
26.3,26.1,26.1,26.1,6.87,8.01,5.01,-0.09,0.101,-0.323,6.83,8.09,5.02,-0.085,0.123,-0.335
26.4,26.177,26.177,26.177,6.85,7.99,5,-0.106,0.097,-0.339,6.83,8.11,5.01,-0.082,0.128,-0.334
26.5,26.255,26.255,26.255,6.77,7.92,4.94,-0.124,0.091,-0.361,6.84,8.14,5.01,-0.08,0.133,-0.332
26.6,26.332,26.332,26.332,6.66,7.87,4.89,-0.138,0.082,-0.363,6.86,8.18,5.02,-0.077,0.138,-0.33
26.7,26.409,26.409,26.409,6.6,7.93,4.81,-0.133,0.097,-0.363,6.89,8.23,5.04,-0.074,0.144,-0.327
26.8,26.499,26.499,26.499,6.61,8.04,4.8,-0.109,0.117,-0.349,6.92,8.28,5.07,-0.07,0.15,-0.324
26.9,26.59,26.59,26.59,6.69,8.2,4.81,-0.073,0.162,-0.339,6.97,8.34,5.1,-0.067,0.155,-0.32
27,26.682,26.682,26.682,6.85,8.39,4.97,-0.034,0.211,-0.3,7.02,8.4,5.15,-0.064,0.159,-0.316
27.1,26.774,26.774,26.774,7.01,8.6,5.09,-0.006,0.245,-0.284,7.07,8.47,5.2,-0.061,0.163,-0.312
27.2,26.865,26.865,26.865,7.16,8.74,5.22,0.004,0.253,-0.268,7.13,8.53,5.25,-0.059,0.167,-0.308
27.3,26.957,26.957,26.957,7.25,8.84,5.33,-0.003,0.248,-0.267,7.19,8.6,5.31,-0.056,0.169,-0.304
27.4,27.049,27.049,27.049,7.32,8.87,5.39,-0.016,0.228,-0.277,7.26,8.66,5.37,-0.053,0.172,-0.3
27.5,27.14,27.14,27.14,7.35,8.9,5.4,-0.027,0.217,-0.299,7.32,8.73,5.43,-0.05,0.173,-0.295
27.6,27.232,27.232,27.232,7.37,8.9,5.43,-0.042,0.2,-0.323,7.39,8.79,5.5,-0.047,0.174,-0.291
27.7,27.324,27.324,27.324,7.44,8.89,5.54,-0.052,0.166,-0.312,7.46,8.85,5.56,-0.045,0.174,-0.287
27.8,27.415,27.415,27.415,7.55,8.85,5.71,-0.058,0.135,-0.277,7.52,8.9,5.62,-0.043,0.173,-0.283
27.9,27.525,27.525,27.525,7.69,8.89,5.83,-0.061,0.115,-0.274,7.57,8.94,5.67,-0.042,0.171,-0.28
28,27.642,27.642,27.642,7.81,9.02,5.93,-0.065,0.131,-0.276,7.6,8.96,5.71,-0.043,0.167,-0.278
28.1,27.759,27.759,27.759,7.87,9.07,5.99,-0.073,0.138,-0.278,7.63,8.98,5.74,-0.045,0.162,-0.278
28.2,27.871,27.871,27.871,7.89,9.1,6.01,-0.071,0.14,-0.281,7.65,8.98,5.76,-0.048,0.156,-0.277
28.3,27.957,27.957,27.957,7.91,9.13,6.01,-0.058,0.137,-0.27,7.65,8.98,5.77,-0.051,0.149,-0.277
28.4,28.044,28.044,28.044,7.94,9.16,6.03,-0.039,0.141,-0.265,7.65,8.96,5.77,-0.054,0.141,-0.278
28.5,28.123,28.123,28.123,7.95,9.21,6.04,-0.023,0.163,-0.246,7.64,8.94,5.77,-0.058,0.133,-0.278
28.6,28.195,28.195,28.195,7.91,9.13,6.02,-0.017,0.162,-0.239,7.62,8.91,5.76,-0.062,0.125,-0.279
28.7,28.267,28.267,28.267,7.81,9.13,5.95,-0.023,0.168,-0.243,7.6,8.88,5.74,-0.067,0.116,-0.281
28.8,28.383,28.383,28.383,7.65,9.12,5.76,-0.04,0.174,-0.271,7.56,8.83,5.71,-0.073,0.106,-0.285
28.9,28.505,28.505,28.505,7.48,9.05,5.54,-0.055,0.169,-0.294,7.52,8.78,5.67,-0.081,0.093,-0.29
29,28.628,28.628,28.628,7.34,8.83,5.48,-0.068,0.126,-0.294,7.47,8.71,5.63,-0.091,0.079,-0.297
29.1,28.751,28.751,28.751,7.22,8.56,5.4,-0.088,0.07,-0.3,7.4,8.64,5.57,-0.103,0.063,-0.306
29.2,28.874,28.874,28.874,7.17,8.42,5.37,-0.105,0.044,-0.313,7.34,8.56,5.52,-0.116,0.044,-0.316
29.3,28.997,28.997,28.997,7.21,8.39,5.43,-0.107,0.041,-0.311,7.27,8.48,5.45,-0.131,0.025,-0.328
29.4,29.12,29.12,29.12,7.31,8.44,5.54,-0.103,0.043,-0.29,7.2,8.39,5.4,-0.147,0.003,-0.34
29.5,29.233,29.233,29.233,7.37,8.48,5.6,-0.107,0.036,-0.28,7.13,8.31,5.34,-0.163,-0.018,-0.352
29.6,29.335,29.335,29.335,7.33,8.41,5.56,-0.125,0.007,-0.294,7.07,8.23,5.29,-0.18,-0.041,-0.365
29.7,29.436,29.436,29.436,7.14,8.19,5.38,-0.17,-0.05,-0.339,7.02,8.16,5.25,-0.197,-0.063,-0.377
29.8,29.504,29.504,29.504,6.87,7.92,5.12,-0.232,-0.112,-0.405,6.98,8.09,5.22,-0.213,-0.084,-0.389
29.9,29.584,29.584,29.584,6.63,7.7,4.87,-0.291,-0.172,-0.461,6.94,8.04,5.19,-0.23,-0.105,-0.401
30,29.706,29.706,29.706,6.49,7.54,4.71,-0.33,-0.213,-0.504,6.92,7.99,5.17,-0.245,-0.125,-0.413
30.1,29.828,29.828,29.828,6.51,7.55,4.76,-0.336,-0.223,-0.5,6.9,7.96,5.16,-0.26,-0.144,-0.424
30.2,29.949,29.949,29.949,6.62,7.64,4.91,-0.321,-0.211,-0.475,6.88,7.93,5.15,-0.274,-0.161,-0.434
30.3,30.096,30.096,30.096,6.72,7.74,5.02,-0.306,-0.202,-0.457,6.88,7.92,5.15,-0.286,-0.175,-0.444
30.4,30.247,30.247,30.247,6.77,7.77,5.06,-0.299,-0.21,-0.459,6.89,7.92,5.16,-0.296,-0.187,-0.451
30.5,30.399,30.399,30.399,6.77,7.79,5.07,-0.309,-0.22,-0.467,6.91,7.94,5.18,-0.302,-0.195,-0.457
30.6,30.55,30.55,30.55,6.78,7.8,5.08,-0.327,-0.235,-0.474,6.95,7.97,5.22,-0.306,-0.2,-0.459
30.7,30.657,30.657,30.649,6.83,7.85,5.16,-0.342,-0.241,-0.476,7,8.02,5.27,-0.306,-0.2,-0.459
30.8,30.748,30.748,30.728,6.9,7.93,5.23,-0.354,-0.24,-0.483,7.06,8.08,5.33,-0.302,-0.197,-0.455
30.9,30.838,30.838,30.806,6.97,7.99,5.27,-0.361,-0.248,-0.492,7.14,8.16,5.4,-0.296,-0.19,-0.449
31,30.929,30.929,30.885,7.02,8.01,5.3,-0.363,-0.257,-0.5,7.22,8.25,5.47,-0.287,-0.18,-0.441
31.1,31.02,31.02,30.964,7.08,8.06,5.36,-0.355,-0.255,-0.498,7.31,8.34,5.55,-0.277,-0.169,-0.433
31.2,31.117,31.117,31.064,7.19,8.16,5.47,-0.334,-0.24,-0.484,7.39,8.43,5.62,-0.267,-0.157,-0.424
31.3,31.216,31.216,31.168,7.37,8.36,5.62,-0.297,-0.205,-0.456,7.47,8.52,5.68,-0.257,-0.145,-0.417
31.4,31.314,31.314,31.272,7.62,8.62,5.84,-0.25,-0.149,-0.419,7.54,8.6,5.74,-0.248,-0.134,-0.41
31.5,31.413,31.413,31.377,7.87,8.9,6.07,-0.204,-0.094,-0.373,7.6,8.67,5.79,-0.239,-0.124,-0.403
31.6,31.512,31.512,31.481,8.07,9.13,6.23,-0.168,-0.041,-0.336,7.66,8.73,5.84,-0.231,-0.115,-0.397
31.7,31.611,31.611,31.585,8.18,9.28,6.32,-0.143,-0.015,-0.311,7.72,8.8,5.88,-0.223,-0.106,-0.391
31.8,31.709,31.709,31.689,8.23,9.37,6.32,-0.127,0.012,-0.303,7.77,8.85,5.92,-0.215,-0.098,-0.385
31.9,31.808,31.808,31.793,8.22,9.39,6.29,-0.12,0.021,-0.301,7.82,8.9,5.96,-0.208,-0.091,-0.378
32,31.907,31.907,31.897,8.14,9.29,6.23,-0.124,0.007,-0.312,7.86,8.95,6,-0.2,-0.084,-0.372
32.1,32.006,32.006,32.001,8.02,9.19,6.12,-0.138,-0.006,-0.333,7.9,8.98,6.03,-0.194,-0.077,-0.365
32.2,32.104,32.104,32.105,7.89,9.11,5.97,-0.164,-0.03,-0.363,7.92,9.01,6.05,-0.187,-0.072,-0.358
32.3,32.203,32.203,32.209,7.77,8.97,5.82,-0.201,-0.078,-0.397,7.94,9.03,6.07,-0.182,-0.069,-0.353
32.4,32.302,32.302,32.313,7.69,8.83,5.75,-0.232,-0.118,-0.419,7.95,9.03,6.07,-0.177,-0.068,-0.349
32.5,32.401,32.401,32.417,7.69,8.76,5.79,-0.248,-0.146,-0.422,7.95,9.03,6.07,-0.175,-0.07,-0.347
32.6,32.499,32.499,32.521,7.78,8.78,5.88,-0.247,-0.154,-0.413,7.93,9.01,6.06,-0.175,-0.075,-0.348
32.7,32.598,32.598,32.625,7.91,8.93,6.04,-0.231,-0.128,-0.379,7.91,8.98,6.04,-0.179,-0.083,-0.351
32.8,32.697,32.697,32.729,8.03,9.07,6.18,-0.208,-0.092,-0.346,7.88,8.94,6.01,-0.187,-0.095,-0.358
32.9,32.796,32.796,32.833,8.09,9.13,6.24,-0.184,-0.073,-0.318,7.84,8.89,5.98,-0.2,-0.11,-0.368
33,32.894,32.894,32.937,8.09,9.08,6.25,-0.161,-0.065,-0.296,7.8,8.84,5.94,-0.218,-0.129,-0.382
33.1,32.993,32.993,33.041,8.06,9.01,6.25,-0.134,-0.063,-0.278,7.76,8.79,5.9,-0.241,-0.151,-0.4
33.2,33.092,33.092,33.145,8,8.99,6.18,-0.105,-0.05,-0.275,7.71,8.75,5.86,-0.27,-0.177,-0.422
33.3,33.196,33.196,33.251,7.94,8.96,6.1,-0.084,-0.045,-0.288,7.67,8.7,5.82,-0.303,-0.205,-0.449
33.4,33.313,33.313,33.359,7.85,8.87,6.01,-0.089,-0.061,-0.305,7.63,8.65,5.78,-0.341,-0.237,-0.48
33.5,33.429,33.429,33.468,7.7,8.72,5.86,-0.138,-0.121,-0.354,7.58,8.61,5.73,-0.381,-0.272,-0.517
33.6,33.545,33.545,33.576,7.5,8.51,5.7,-0.233,-0.205,-0.422,7.53,8.57,5.68,-0.424,-0.309,-0.558
33.7,33.661,33.661,33.685,7.28,8.31,5.48,-0.358,-0.295,-0.516,7.48,8.52,5.63,-0.47,-0.348,-0.603
33.8,33.782,33.788,33.808,7.12,8.16,5.29,-0.487,-0.377,-0.598,7.43,8.48,5.58,-0.517,-0.389,-0.654
33.9,33.906,33.922,33.94,7.07,8.1,5.25,-0.606,-0.442,-0.675,7.38,8.44,5.52,-0.568,-0.433,-0.707
34,34.03,34.056,34.071,7.09,8.12,5.25,-0.72,-0.512,-0.753,7.33,8.39,5.46,-0.62,-0.478,-0.764
34.1,34.154,34.189,34.203,7.1,8.14,5.23,-0.83,-0.593,-0.847,7.28,8.35,5.4,-0.674,-0.525,-0.823
34.2,34.278,34.323,34.335,7.07,8.12,5.21,-0.931,-0.683,-0.941,7.23,8.31,5.35,-0.729,-0.572,-0.883
34.3,34.402,34.457,34.467,7.06,8.13,5.16,-0.993,-0.75,-1.03,7.19,8.27,5.3,-0.783,-0.618,-0.941
34.4,34.526,34.591,34.599,7.09,8.2,5.18,-1.007,-0.788,-1.102,7.15,8.24,5.26,-0.834,-0.661,-0.995
34.5,34.649,34.725,34.73,7.18,8.34,5.22,-0.973,-0.784,-1.142,7.13,8.22,5.23,-0.879,-0.699,-1.045
34.6,34.773,34.858,34.862,7.29,8.46,5.31,-0.914,-0.772,-1.165,7.12,8.22,5.22,-0.917,-0.732,-1.089
34.7,34.897,34.992,34.994,7.31,8.5,5.34,-0.892,-0.746,-1.209,7.13,8.23,5.22,-0.946,-0.758,-1.124
34.8,35.019,35.118,35.118,7.23,8.42,5.27,-0.937,-0.753,-1.248,7.16,8.26,5.24,-0.965,-0.776,-1.152
34.9,35.132,35.208,35.208,7.05,8.21,5.12,-1.015,-0.828,-1.301,7.19,8.3,5.27,-0.975,-0.787,-1.172
35,35.245,35.297,35.297,6.86,7.97,4.94,-1.116,-0.916,-1.373,7.24,8.35,5.31,-0.976,-0.791,-1.185
35.1,35.359,35.375,35.375,6.75,7.82,4.84,-1.192,-0.98,-1.417,7.29,8.41,5.35,-0.972,-0.79,-1.191
35.2,35.473,35.442,35.442,6.77,7.82,4.88,-1.211,-1.002,-1.404,7.36,8.47,5.41,-0.963,-0.785,-1.191
35.3,35.587,35.51,35.51,6.92,7.97,5.03,-1.165,-0.973,-1.357,7.42,8.54,5.47,-0.952,-0.777,-1.187
35.4,35.701,35.577,35.577,7.15,8.19,5.26,-1.08,-0.907,-1.277,7.49,8.6,5.53,-0.939,-0.767,-1.179
35.5,35.816,35.661,35.661,7.42,8.53,5.48,-0.982,-0.813,-1.207,7.56,8.68,5.6,-0.925,-0.755,-1.167
35.6,35.929,35.731,35.731,7.71,8.85,5.73,-0.887,-0.709,-1.127,7.64,8.75,5.67,-0.91,-0.742,-1.153
35.7,36.043,35.771,35.771,7.96,9.06,5.96,-0.81,-0.646,-1.051,7.72,8.83,5.75,-0.894,-0.728,-1.136
35.8,36.157,35.868,35.868,8.11,9.24,6.1,-0.746,-0.61,-0.999,7.81,8.91,5.83,-0.877,-0.713,-1.117
35.9,36.271,35.97,35.97,8.2,9.34,6.19,-0.708,-0.583,-0.976,7.89,8.99,5.91,-0.858,-0.698,-1.097
36,36.385,36.071,36.071,8.22,9.37,6.22,-0.698,-0.558,-0.978,7.98,9.07,5.99,-0.838,-0.681,-1.076
36.1,36.499,36.173,36.173,8.23,9.38,6.22,-0.711,-0.558,-0.99,8.05,9.14,6.06,-0.817,-0.664,-1.054
36.2,36.613,36.274,36.274,8.27,9.37,6.25,-0.725,-0.578,-1,8.12,9.2,6.13,-0.796,-0.648,-1.034
36.3,36.727,36.374,36.374,8.31,9.4,6.27,-0.766,-0.626,-1.001,8.17,9.25,6.18,-0.778,-0.634,-1.016
36.4,36.841,36.468,36.468,8.41,9.5,6.34,-0.784,-0.629,-1.005,8.21,9.27,6.22,-0.763,-0.624,-1.001
36.5,36.955,36.562,36.562,8.51,9.59,6.47,-0.791,-0.618,-1.004,8.23,9.29,6.24,-0.752,-0.616,-0.988
36.6,37.064,36.672,36.672,8.56,9.62,6.53,-0.789,-0.616,-1.009,8.24,9.29,6.26,-0.743,-0.611,-0.977
36.7,37.173,36.784,36.784,8.56,9.63,6.53,-0.771,-0.608,-0.999,8.24,9.29,6.26,-0.736,-0.607,-0.967
36.8,37.281,36.896,36.896,8.48,9.53,6.5,-0.751,-0.612,-0.974,8.24,9.28,6.27,-0.73,-0.605,-0.957
36.9,37.39,37.009,37.009,8.37,9.35,6.41,-0.726,-0.634,-0.946,8.25,9.28,6.28,-0.724,-0.602,-0.947
37,37.498,37.121,37.121,8.27,9.22,6.35,-0.699,-0.629,-0.919,8.25,9.28,6.29,-0.718,-0.598,-0.936
37.1,37.607,37.233,37.233,8.15,9.09,6.24,-0.681,-0.607,-0.911,8.26,9.29,6.3,-0.711,-0.594,-0.925
37.2,37.715,37.346,37.346,8,8.95,6.09,-0.685,-0.58,-0.937,8.27,9.31,6.31,-0.704,-0.589,-0.914
37.3,37.823,37.471,37.471,7.83,8.78,5.93,-0.719,-0.597,-0.956,8.29,9.32,6.32,-0.697,-0.584,-0.903
37.4,37.932,37.598,37.598,7.74,8.72,5.85,-0.75,-0.612,-0.946,8.3,9.34,6.33,-0.692,-0.581,-0.894
37.5,38.04,37.721,37.721,7.78,8.77,5.9,-0.744,-0.643,-0.903,8.31,9.36,6.34,-0.689,-0.578,-0.888
37.6,38.148,37.845,37.845,7.98,8.98,6.09,-0.7,-0.632,-0.86,8.32,9.37,6.34,-0.688,-0.578,-0.884
37.7,38.256,37.983,37.983,8.28,9.31,6.36,-0.629,-0.559,-0.812,8.33,9.39,6.34,-0.689,-0.579,-0.882
37.8,38.364,38.116,38.116,8.53,9.6,6.55,-0.574,-0.493,-0.79,8.34,9.42,6.35,-0.692,-0.582,-0.882
37.9,38.472,38.238,38.238,8.69,9.83,6.65,-0.556,-0.455,-0.767,8.36,9.46,6.36,-0.696,-0.585,-0.883
38,38.58,38.359,38.359,8.8,9.98,6.73,-0.572,-0.445,-0.75,8.4,9.5,6.38,-0.701,-0.588,-0.886
38.1,38.688,38.483,38.483,8.82,10.01,6.76,-0.612,-0.473,-0.769,8.44,9.55,6.41,-0.707,-0.591,-0.889
38.2,38.795,38.609,38.609,8.77,9.93,6.69,-0.667,-0.524,-0.813,8.49,9.62,6.45,-0.714,-0.595,-0.893
38.3,38.903,38.734,38.734,8.62,9.79,6.54,-0.73,-0.589,-0.876,8.55,9.69,6.5,-0.722,-0.599,-0.899
38.4,39.01,38.86,38.86,8.45,9.64,6.36,-0.782,-0.649,-0.944,8.61,9.76,6.55,-0.732,-0.603,-0.906
38.5,39.117,38.986,38.986,8.31,9.5,6.22,-0.82,-0.704,-1.001,8.68,9.83,6.6,-0.742,-0.608,-0.914
38.6,39.225,39.111,39.111,8.28,9.48,6.18,-0.838,-0.719,-1.033,8.74,9.9,6.65,-0.754,-0.613,-0.924
